"Alpha","Lambda","Evaluation_1","Evaluation_2","Evaluation_3","Evaluation_4","Evaluation_5","Evaluation_6","Evaluation_7","Evaluation_8","Evaluation_9","Evaluation_10","Evaluation_11","Evaluation_12","Evaluation_13","Evaluation_14","Evaluation_15","Evaluation_16","Evaluation_17","Evaluation_18","Evaluation_19","Evaluation_20","Evaluation_21","Evaluation_22","Evaluation_23","Evaluation_24","Evaluation_25","Evaluation_26","Evaluation_27","Evaluation_28","Evaluation_29","Evaluation_30","Evaluation_31","Evaluation_32","Evaluation_33","Evaluation_34","Evaluation_35","Evaluation_36","Evaluation_37","Evaluation_38","Evaluation_39","Evaluation_40","Evaluation_41","Evaluation_42","Evaluation_43","Evaluation_44","Evaluation_45","Evaluation_46","Evaluation_47","Evaluation_48","Evaluation_49","Evaluation_50"
0.2,0.021810360533508,0.95,0.7,1,0.92,0.9,1,1,1,0.85,0.8,1,0.95,0.85,0.95,1,0.9,0.92,0.96,0.9375,0.88,0.85,1,1,0.88,1,0.95,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.84,0.9,0.9,0.95,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.0198727882155837,0.95,0.7,1,0.92,0.9,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.9,0.92,0.96,0.9375,0.88,0.85,1,1,0.88,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.84,0.9,0.9,0.95,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.0181073444822106,0.95,0.7,1,0.92,0.9,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.9,0.92,0.96,0.9375,0.88,0.85,1,1,0.88,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.84,0.9,0.9,0.95,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.0164987379043437,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.96,0.9375,0.88,0.85,1,1,0.88,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.84,0.9,0.9,0.95,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.0150330355013489,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.96,0.9375,0.88,0.85,1,1,0.88,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.84,0.9,0.9,0.95,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.013697542060191,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.96,0.9375,0.88,0.85,1,1,0.88,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.92,0.9,0.9,0.95,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.0124806901755715,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.92,0.9375,0.88,0.85,1,1,0.88,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.92,0.9,0.9,0.95,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.0113719400585972,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.92,0.9,0.9,0.95,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.0103616882461716,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.92,0.9,0.9,0.9,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.00944118442039117,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.92,0.9,0.9,0.9,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.00860245561747824,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.92,0.9,0.9,0.9,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.84
0.2,0.00783823716978264,0.95,0.7,1,0.92,0.95,1,1,1,0.85,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.96,0.9,0.9,0.9,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00714190978270602,0.95,0.7,1,0.92,0.95,1,1,1,0.85,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.0065074422015386,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.76,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00592933897161615,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,0.95,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.8,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00540259283932076,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.9,1,0.95,0.96,0.92,0.9375,0.88,0.8,1,1,0.88,1,1,1,0.8,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00492264138164531,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.9,1,0.95,0.96,0.92,0.9375,0.92,0.8,1,1,0.88,1,1,1,0.8,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.7,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.0044853274886681,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.85,0.9,1,0.95,0.96,0.92,0.9375,0.92,0.8,1,1,0.88,1,1,1,0.8,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.7,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00408686335665539,0.95,0.7,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.85,0.9,1,0.95,0.96,0.92,0.9375,0.92,0.8,1,1,0.88,1,1,1,0.84,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.7,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00372379767991752,0.95,0.7,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.85,0.9,1,0.95,0.96,0.92,0.9375,0.92,0.8,1,1,0.88,1,1,1,0.84,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.7,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00339298575725012,0.95,0.7,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.85,0.9,1,0.95,0.96,0.92,0.9375,0.92,0.75,1,1,0.88,1,1,1,0.84,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.95,0.9,0.9375,1,0.7,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00309156225403662,0.95,0.7,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.85,0.9,1,0.95,0.96,0.92,0.9375,0.92,0.75,1,1,0.88,1,1,1,0.84,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.95,0.9,0.9375,1,0.75,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00281691638409062,0.95,0.7,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.9,1,0.95,0.96,0.92,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.84,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.75,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00256666929627489,0.95,0.7,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.92,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.84,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.8,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00233865347003083,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.92,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.84,1,0.85,0.84,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.8,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00213089394135234,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.84,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.85,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.0019415911965924,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.84,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.9,0.9375,1,0.85,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.0017691055859367,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.84,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.9375,1,0.85,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00161194312154139,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.92,0.75,1,1,0.84,0.95,1,1,0.84,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.9375,1,0.85,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00146874253732506,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.92,0.75,1,1,0.84,0.95,1,1,0.84,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.9375,1,0.85,1,1,1,0.9,0.8125,1,0.96,0.8
0.2,0.00133826349833316,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.92,0.75,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.875,1,0.85,1,1,1,0.95,0.8125,1,0.96,0.8
0.2,0.00121937585755,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.875,1,0.85,1,1,1,0.95,0.8125,1,0.96,0.8
0.2,0.00111104986710594,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.2,0.001012347259094,0.95,0.65,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.2,0.000922413118742049,0.95,0.65,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.9,0.9,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.2,0.00084046847955009,0.95,0.65,1,0.92,1,1,1,1,0.9,0.75,1,0.95,0.9,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,0.96,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.2,0.000765803576255054,0.95,0.65,1,0.92,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,0.96,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.2,0.000697771697183653,0.95,0.65,1,0.92,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,0.96,0.95,0.9,0.95,0.8125,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.2,0.00063578358274524,0.95,0.65,1,0.92,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,0.96,0.95,0.9,0.95,0.8125,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.76
0.2,0.000579302321547133,0.95,0.65,1,0.92,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.92,1,0.85,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.76
0.2,0.000527838699924987,0.95,0.65,1,0.88,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.92,0.76
0.2,0.000480946964608068,0.95,0.65,1,0.88,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.92,0.76
0.2,0.000438220961817666,0.95,0.65,1,0.88,1,1,1,1,0.9,0.75,1,0.9,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.84,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.92,0.72
0.2,0.000399290619357365,0.95,0.65,1,0.84,1,1,1,1,0.9,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.84,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.92,0.72
0.2,0.000363818741224718,0.95,0.65,1,0.84,1,1,1,1,0.9,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.84,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.96,0.72
0.2,0.000331498086980782,0.95,0.65,1,0.84,1,1,1,1,0.9,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,1,0.72
0.2,0.000302048710580421,0.95,0.65,1,0.84,1,1,1,1,0.9,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,1,0.72
0.2,0.000275215535613586,0.95,0.65,1,0.84,1,1,1,1,0.9,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,1,0.72
0.2,0.000250766145955476,0.95,0.65,1,0.84,1,1,1,1,0.9,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,1,0.72
0.2,0.00022848877268925,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.000208190459864983,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.95,0.95,0.95,0.8125,1,0.9,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.000189695393207529,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.8,0.9,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.95,0.95,0.95,0.8125,1,0.9,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.000172843377297384,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.8,0.9,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.95,0.95,0.95,0.8125,1,0.9,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.000157488448034593,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.8,0.9,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,1,0.9,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.000143497608367551,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.8,0.9,1,1,0.96,0.88,0.9375,0.88,0.65,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,1,0.9,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.000130749676336159,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.8,0.9,1,1,0.96,0.88,0.9375,0.88,0.65,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,1,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.000119134235451663,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.75,0.9,1,1,0.96,0.88,0.9375,0.88,0.65,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,1,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.000108550678321849,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.75,0.9,1,1,0.96,0.88,0.9375,0.88,0.65,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,1,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.0000989073352379416,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,1,0.85,0.75,0.9,1,1,0.96,0.88,0.9375,0.88,0.65,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,1,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.0000901206801754415,0.95,0.65,1,0.88,1,1,1,1,0.95,0.75,1,0.85,0.75,0.9,1,1,0.96,0.88,0.9375,0.88,0.65,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,1,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.0000821146073316578,0.95,0.65,1,0.8,1,1,1,1,0.95,0.75,1,0.85,0.75,0.9,1,1,0.96,0.88,0.9375,0.88,0.65,1,1,0.8,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,1,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.2,0.0000748197719336545,0.95,0.65,1,0.8,1,1,1,1,0.95,0.75,1,0.85,0.75,0.9,1,1,0.96,0.88,0.9375,0.88,0.65,1,1,0.8,1,1,1,0.92,1,0.9,0.76,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,1,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.3,0.498798479557696,0.25,0.4,0.875,0.4,1,0.48,0.625,0.55,0.45,0.55,0.55,0.8,0.75,0.4,0.525,0.525,0.4,0.28,0.5,0.8,0.575,0.76,0.875,0.56,0.425,0.45,0.2,0.72,0.6,0.7,0.68,0.65,0.9,0.6,0.55,0.44,0.35,0.35,0.7,0.625,0.36,0.55,0.55,0.5,0.6,0.75,0.9375,0.75,0.64,0.6
0.3,0.454486597380005,0.45,0.45,0.95,0.76,1,0.76,1,0.55,0.45,0.6,0.6,0.5,0.65,0.6,0.95,0.6,0.8,0.28,0.5,0.68,0.75,0.68,0.8125,0.56,0.75,0.45,0.25,0.72,0.7,0.75,0.56,0.65,0.75,0.8,0.7,0.48,0.55,0.6,0.75,0.75,0.36,0.65,0.5,0.8,0.6,0.65,0.9375,0.65,0.88,0.72
0.3,0.414111260686316,0.5,0.55,1,0.92,1,0.76,1,0.6,0.6,0.65,0.65,0.75,0.6,0.6,0.95,0.6,0.84,0.48,0.625,0.72,0.95,0.76,0.875,0.76,0.95,0.5,0.55,0.88,0.75,0.75,0.6,0.65,0.65,0.8,0.8,0.56,0.7,0.6,0.8,0.875,0.36,0.7,0.7,0.7,0.8,0.6,0.9375,0.7,0.84,0.72
0.3,0.377322757625404,0.65,0.55,1,0.92,1,0.72,1,0.55,0.65,0.75,0.7,0.85,0.6,0.65,0.95,0.6,0.84,0.6,0.75,0.76,1,0.92,0.75,0.76,1,0.55,0.65,0.88,0.85,0.8,0.64,0.65,0.85,0.92,0.8,0.56,0.8,0.65,0.85,0.875,0.52,0.7,0.9,0.75,1,0.65,0.9375,0.75,0.84,0.72
0.3,0.34380244378306,0.7,0.5,1,0.96,1,0.72,1,0.6,0.7,0.7,0.7,0.8,0.65,0.75,1,0.55,0.84,0.68,0.75,0.76,1,0.88,0.6875,0.8,1,0.65,0.7,0.92,1,0.85,0.72,0.65,0.9,0.92,0.85,0.56,0.85,0.7,0.85,0.9375,0.56,0.7,0.9,0.75,1,0.7,0.9375,0.75,0.88,0.76
0.3,0.313259982236613,0.7,0.6,1,0.96,1,0.72,0.95,0.65,0.7,0.8,0.7,0.9,0.7,0.85,1,0.55,0.92,0.88,0.8125,0.76,1,0.88,0.8125,0.8,1,0.7,0.7,0.88,1,0.85,0.76,0.65,0.95,0.92,0.85,0.68,0.85,0.75,0.85,0.9375,0.68,0.7,0.9,0.85,1,0.7,0.9375,0.75,0.88,0.8
0.3,0.285430828795402,0.75,0.65,1,0.92,1,0.72,1,0.65,0.7,0.8,0.75,0.9,0.7,0.85,1,0.55,0.96,0.88,0.8125,0.8,1,0.84,0.8125,0.8,1,0.8,0.75,0.88,1,0.85,0.76,0.65,0.95,0.96,0.9,0.68,0.85,0.75,0.85,0.9375,0.68,0.7,1,0.85,1,0.7,0.875,0.75,0.88,0.84
0.3,0.260073940645547,0.8,0.7,1,0.92,0.95,0.8,1,0.65,0.7,0.85,0.75,0.9,0.8,0.9,1,0.65,0.92,0.88,0.8125,0.8,1,0.96,0.875,0.84,1,0.8,0.8,0.88,1,0.85,0.8,0.7,0.95,1,0.95,0.68,0.85,0.75,0.9,0.9375,0.72,0.7,1,0.85,1,0.7,0.875,0.85,0.88,0.84
0.3,0.236969688552412,0.8,0.7,1,0.92,0.95,0.84,1,0.65,0.7,0.85,0.85,0.9,0.85,0.9,1,0.7,0.92,0.88,0.8125,0.8,1,0.96,0.875,0.84,1,0.8,0.85,0.88,1,0.85,0.8,0.7,0.95,1,0.95,0.68,0.85,0.8,0.9,0.9375,0.8,0.7,1,0.85,1,0.7,0.8125,0.9,0.88,0.84
0.3,0.215917954537245,0.8,0.7,1,0.92,0.9,0.84,1,0.7,0.7,0.9,0.85,0.9,0.85,0.95,1,0.7,0.92,0.88,0.8125,0.8,1,0.96,0.875,0.84,1,0.8,0.85,0.88,1,0.85,0.8,0.75,0.95,1,0.95,0.68,0.85,0.8,0.9,0.9375,0.8,0.7,1,0.9,1,0.7,0.8125,0.9,0.88,0.8
0.3,0.196736398550975,0.85,0.7,1,0.92,0.9,0.84,1,0.7,0.7,0.9,0.85,0.9,0.85,0.95,1,0.7,0.92,0.88,0.875,0.8,1,0.96,0.875,0.8,1,0.8,0.85,0.88,1,0.85,0.8,0.75,0.95,1,0.95,0.68,0.85,0.8,0.95,0.9375,0.8,0.7,1,0.95,1,0.7,0.8125,0.95,0.88,0.84
0.3,0.179258879131942,0.85,0.7,1,0.92,0.9,0.88,1,0.7,0.7,0.95,0.85,0.9,0.85,0.95,1,0.75,0.92,0.92,0.875,0.8,1,0.96,0.875,0.8,1,0.8,0.9,0.84,1,0.85,0.8,0.75,0.95,1,1,0.68,0.85,0.8,0.95,0.9375,0.8,0.65,1,1,1,0.7,0.8125,0.95,0.88,0.76
